,channel_id,source_id,image_id,materialstyle,brand,subtitle,titles
65,20917,1379229,43657,113,罗马：单机加强版,荒岛求生，建造帝国,"['8090后已集体沦陷，苦等20年，终于等到这款良心策略手游！', '种田，砍树，挖矿，发展人口，升级建筑！建立属于自己的王国！', '从开局四农民到征战四方，建立自己的王朝文明，你需要多久？', '开局4农民，搜集物资，建造成长，探索世界建立起自己的文明！', '流落荒岛，伐木挖矿，狩猎捕鱼，建造兵营，逐步打造强大帝国！', '开局一个农民，荒岛求生，发展人口，逐步建立强大王国！']"
67,20917,1379231,43565,113,罗马：单机加强版,荒岛求生，建造帝国,"['古巴比伦、欧洲、亚洲三选一，攻城占地，开启你的王国王朝！', '开局只是个小农民，种田造房，伐木狩猎，三天打造罗马时代！', '1:1还原经典端游，开局5个农民，伐木采集资源，建造王国！', '开局只有一个农民，从荒岛到王国，你需要多久？', '小时候玩的游戏终于出手游了，满满的儿时回忆，老玩家已感动哭！', '开局选择一个农民，采集伐木，建造房屋，你能建立强大王国吗？']"
68,20917,1379232,44174,113,罗马：单机加强版,荒岛求生，建造帝国,"['帝王终于出手游了，老玩家都在玩，完美还原端游，还原经典！', '8090后已集体沦陷，玩家苦等20年，终于等到这款良心策略手游！', '小时候玩的游戏终于出手游了！开局5个农民，建立你的王国！', '苦等20年，手游终于出了！满满的儿时回忆，老玩家已感动哭！', '还原经典单机游戏，采集，伐木，挖矿，建造属于你的文明!', '开局一个岛，你能否争霸世界？风靡欧美的全新策略手游，等你来战']"
69,20917,1379233,44170,113,罗马：单机加强版,荒岛求生，建造帝国,"['开局一个农民，开发资源，建筑城市，发展生产，打造王国文明！', '十分钟开局建城，一天招兵买马，七天成为一国之主，你来试试？', '种田、捕猎、挖矿、盖房子、造兵，扩领土，看你如何开创王国！', '占个小岛当岛主，刷钱刷资源，升级主城，发展人口，逐步开创帝国', '种田、捕猎、采矿、盖房子、扩领土，看农民如何制霸王国！', '苦等20年，终于出手游了！满满的儿时回忆，老玩家已感动哭！']"
70,20917,1379236,44188,113,罗马：单机加强版,荒岛求生，建造帝国,"['小时候玩的游戏终于出手游了，满满的儿时回忆，老玩家已感动哭！', '1:1还原经典端游，开局5个农民，伐木采集资源，建造王国！', '开局只是个小农民，种田造房，伐木狩猎，三天打造罗马时代！', '古巴比伦、欧洲、亚洲三选一，攻城占地，开启你的王国王朝！', '开局选择一个农民，采集伐木，建造房屋，你能建立强大王国吗？', '开局只有一个农民，从荒岛到王国，你需要多久？']"
71,20917,1379237,44174,113,罗马：单机加强版,荒岛求生，建造帝国,"['8090后已集体沦陷，玩家苦等20年，终于等到这款良心策略手游！', '开局一个岛，你能否争霸世界？风靡欧美的全新策略手游，等你来战', '帝王终于出手游了，老玩家都在玩，完美还原端游，还原经典！', '小时候玩的游戏终于出手游了！开局5个农民，建立你的王国！', '苦等20年，手游终于出了！满满的儿时回忆，老玩家已感动哭！', '还原经典单机游戏，采集，伐木，挖矿，建造属于你的文明!']"
72,20917,1379238,44170,113,罗马：单机加强版,荒岛求生，建造帝国,"['种田、捕猎、挖矿、盖房子、造兵，扩领土，看你如何开创王国！', '十分钟开局建城，一天招兵买马，七天成为一国之主，你来试试？', '开局一个农民，开发资源，建筑城市，发展生产，打造王国文明！', '占个小岛当岛主，刷钱刷资源，升级主城，发展人口，逐步开创帝国', '苦等20年，终于出手游了！满满的儿时回忆，老玩家已感动哭！', '种田、捕猎、采矿、盖房子、扩领土，看农民如何制霸王国！']"
73,20917,1379241,44388,113,罗马：单机加强版,开局荒地，攻城占地,"['种田、捕猎、挖矿、盖房子、造兵，扩领土，看农民如何制霸王国！', '被“后浪”掩埋的RTS游戏终于出手游了，伐木挖矿，打造你的文明', '开局只有一个农民，从荒岛到王国，你需要多久', '开局一座荒岛，狩猎捕鱼，采集伐木，建造兵营，发展你的帝国！', '还原经典单机游戏，采集，伐木，采矿，建属于你的文明！', '开局流落荒岛，伐木采集，自由建造，你如何打造最强文明？']"
74,20917,1379242,44417,113,罗马：单机加强版,荒岛求生，建造王国,"['8090后已集体沦陷，苦等20年，终于等到这款策略手游！', '小时候玩的帝王终于出手游了！开局5个农民，建立你的王国！', '开局选择一个农民，采集伐木，建造房屋，你能建立强大王国吗？', '古巴比伦、欧洲、亚洲三选一，攻城占地，开启你的王国王朝！', '开局只有一个农民，从荒岛到王国，你需要多久？', '1:1还原经典端游，开局5个农民，伐木采集资源，建造王国！']"
75,20917,1379243,44501,113,罗马：单机加强版,荒岛求生，建造王国,"['十分钟开局建城，一天招兵买马，七天成为一国之主，你来试试？', '占个小岛当岛主，刷钱刷资源，升级主城，发展人口，逐步开创帝国', '帝王终于出手游了，老玩家都在玩，完美还原端游，还原经典！', '种田、捕猎、挖矿、盖房子、造兵，扩领土，看你如何开创王国！', '开局一个岛，你能否争霸世界？风靡欧美的全新策略手游，等你来战', '种田、捕猎、采矿、盖房子、扩领土，看农民如何制霸王国！']"
76,20917,1379244,44417,113,罗马：单机加强版,开局荒地，攻城占地,"['开局一座荒岛，狩猎捕鱼，采集伐木，建造兵营，发展你的帝国！', '开局流落荒岛，伐木采集，自由建造，你如何打造最强文明？', '还原经典单机游戏，采集，伐木，采矿，建属于你的文明！', '种田、捕猎、挖矿、盖房子、造兵，扩领土，看农民如何制霸王国！', '被“后浪”掩埋的RTS游戏终于出手游了，伐木挖矿，打造你的文明', '开局只有一个农民，从荒岛到王国，你需要多久']"
77,20917,1379245,44423,113,罗马：单机加强版,荒岛求生，建造王国,"['小时候玩的帝王终于出手游了！开局5个农民，建立你的王国！', '1:1还原经典端游，开局5个农民，伐木采集资源，建造王国！', '开局只有一个农民，从荒岛到王国，你需要多久？', '开局选择一个农民，采集伐木，建造房屋，你能建立强大王国吗？', '8090后已集体沦陷，苦等20年，终于等到这款策略手游！', '古巴比伦、欧洲、亚洲三选一，攻城占地，开启你的王国王朝！']"
78,20917,1379253,43111,113,罗马：单机加强版,开局建城，招兵买马,"['小时候玩的游戏终于出手游了！开局5个农民，建立你的文明！', '种田、捕猎、挖矿、盖房子、造兵，扩领土，看你如何开创王国！', '开局1农民，资源全靠捡，能否打造属于自己的王国？', '开局一个农民，开发资源，建筑城市，发展生产，打造王国文明！', '8090后已集体沦陷，苦等21年，终于等到这款策略手游！', '苦等20年，终于出手游了！满满的儿时回忆，老玩家已感动哭！']"
79,20917,1379254,43880,113,罗马：单机加强版,开局建城，招兵买马,"['小时候玩的游戏终于出手游了！开局5个农民，建立你的王国！', '8090后已集体沦陷，玩家苦等20年，终于等到这款良心策略手游！', '还原经典单机游戏，采集，伐木，挖矿，建造属于你的文明!', '开局只是个小农民，种田造房，伐木狩猎，三天打造罗马时代！', '小时候玩的游戏终于出手游了，满满的儿时回忆，老玩家已感动哭！', '苦等20年，手游终于出了！满满的儿时回忆，老玩家已感动哭！']"
80,20917,1379255,43535,113,罗马：单机加强版,开局荒岛，建造王国,"['开局只是个小农民，种田造房，伐木狩猎，三天打造文明时代！', '流落荒岛，伐木挖矿，狩猎捕鱼，建造兵营，逐步打造强大帝国！', '从开局四农民到征战四方，建立自己的王朝文明，你需要多久？', '还原经典策略手游，开局1农民，建筑全靠锤，你多久一统天下？', '开局流落荒岛，伐木、挖矿、狩猎，你要多久能重新打造王国？', '还在氪金？这款策略游戏，倍速建造，上线就送加速，真实爽感！']"
81,20917,1379257,43111,113,罗马：单机加强版,开局建城，招兵买马,"['占个小岛当岛主，刷钱刷资源，升级主城，发展人口，逐步开创帝国', '十分钟开局建城，一天招兵买马，七天成为一国之主，你来试试？', '开局一个岛，你能否争霸世界？风靡欧美的全新策略手游，等你来战', '帝王终于出手游了，老玩家都在玩，完美还原端游，还原经典！', '种田、捕猎、挖矿、盖房子、造兵，扩领土，看你如何开创王国！', '种田、捕猎、采矿、盖房子、扩领土，看农民如何制霸王国！']"
82,20917,1379258,43982,113,罗马：单机加强版,开局建城，招兵买马,"['种田、捕猎、采矿、盖房子、扩领土，看农民如何制霸王国！', '十分钟开局建城，一天招兵买马，七天成为一国之主，你来试试？', '帝王终于出手游了，老玩家都在玩，完美还原端游，还原经典！', '开局一个岛，你能否争霸世界？风靡欧美的全新策略手游，等你来战', '占个小岛当岛主，刷钱刷资源，升级主城，发展人口，逐步开创帝国', '种田、捕猎、挖矿、盖房子、造兵，扩领土，看你如何开创王国！']"
83,20917,1379259,44202,113,罗马：单机加强版,开局建城，招兵买马,"['种田、捕猎、挖矿、盖房子、造兵，扩领土，看你如何开创王国！', '帝王终于出手游了，老玩家都在玩，完美还原端游，还原经典！', '开局一个岛，你能否争霸世界？风靡欧美的全新策略手游，等你来战', '占个小岛当岛主，刷钱刷资源，升级主城，发展人口，逐步开创帝国', '种田、捕猎、采矿、盖房子、扩领土，看农民如何制霸王国！', '十分钟开局建城，一天招兵买马，七天成为一国之主，你来试试？']"
